3,3,3,3,2,3,2,3,2,3,2,3,2,3,2,2,1,1,14,13,1,1,13,14,13,1,1,0,1,13,13,1,1,13,14,13,14,12,14,14,1,13,1,13,13,14,14,13,1,14,13,13,13,13,13,1,13,13,1,13,10,2,3,2
3,2,3,2,3,2,2,2,2,2,2,2,3,2,3,2,1,1,1,13,13,13,13,1,1,0,1,1,13,13,1,0,1,13,14,13,14,14,13,1,13,1,13,13,14,12,14,14,13,14,13,10,10,14,10,10,10,10,10,10,10,10,2,2
2,2,2,2,2,10,10,10,10,10,10,2,2,2,2,10,1,13,13,14,14,1,1,1,1,1,13,13,13,1,1,1,0,1,13,13,14,13,1,13,1,13,13,13,14,14,13,13,13,10,10,10,2,3,3,3,3,3,2,10,10,10,10,10
10,10,10,10,1,1,1,1,1,1,10,10,10,10,10,10,14,13,1,1,14,1,13,14,14,13,13,1,13,14,13,13,1,1,13,13,14,1,13,13,14,14,14,14,14,14,13,13,10,2,3,2,2,2,2,2,3,2,2,2,2,10,10,10
1,1,1,1,1,1,1,1,1,1,1,10,1,10,10,14,14,1,1,1,13,13,14,14,14,13,13,13,14,14,13,13,1,13,14,13,13,13,1,14,12,14,14,12,14,14,13,10,10,3,3,3,3,2,2,2,3,3,2,3,2,2,10,10
2,3,3,3,2,10,10,10,1,1,1,1,10,10,13,13,13,13,14,13,14,13,13,13,14,14,13,14,14,12,14,13,1,13,14,14,13,1,13,14,14,13,14,14,13,13,13,10,10,2,3,3,3,3,3,2,2,3,3,3,3,3,3,2
3,3,3,3,3,3,3,3,2,2,10,10,10,13,1,1,13,14,14,13,13,1,1,13,13,14,13,13,13,14,14,1,0,1,13,13,1,13,13,14,13,13,14,13,13,13,1,13,10,2,2,3,2,3,3,3,2,3,3,3,3,3,3,3
2,2,2,2,3,3,3,3,3,2,2,2,10,1,1,1,13,13,13,13,1,1,13,13,13,13,14,13,13,13,13,1,0,0,1,1,13,14,13,14,13,1,14,13,13,1,13,1,1,10,2,2,3,3,3,2,3,2,3,2,3,2,3,2
10,10,10,10,2,2,2,2,2,2,2,10,1,1,1,13,1,13,1,1,13,13,1,13,14,14,12,14,13,13,1,0,0,1,1,13,13,13,13,13,1,13,13,13,1,13,1,13,10,1,10,2,3,2,3,3,3,2,3,3,2,3,2,3
10,10,10,10,10,10,10,10,10,10,10,1,1,13,13,13,13,1,13,1,13,13,13,13,13,13,14,14,13,13,1,0,1,13,13,1,1,13,13,14,13,1,13,1,13,1,13,1,1,10,1,10,2,3,2,3,3,3,3,3,3,2,3,2
1,1,1,1,1,1,1,10,1,10,1,10,12,14,13,13,13,13,1,13,13,14,14,13,13,13,13,14,14,14,13,1,1,14,13,13,13,1,13,13,13,13,1,1,1,0,1,1,10,1,10,1,10,10,10,10,2,2,2,2,3,3,3,3
10,1,1,10,1,1,10,1,10,1,10,1,14,14,13,14,14,13,13,13,1,13,14,12,14,13,13,14,14,14,13,1,1,14,13,13,1,13,13,1,13,1,1,13,1,0,0,0,1,10,1,10,1,10,10,10,10,10,10,10,10,10,2,2
1,10,1,1,10,1,1,1,1,10,1,13,13,14,13,14,12,14,13,14,13,1,13,14,14,13,13,14,14,14,14,13,1,13,13,13,1,13,13,13,1,0,0,1,0,0,0,0,1,1,10,1,10,10,1,1,1,10,1,1,1,10,10,10
1,10,10,10,10,1,1,10,10,1,13,13,13,13,13,13,14,14,13,14,13,13,1,13,14,13,14,14,12,14,14,13,1,13,14,1,13,1,13,13,1,0,0,0,0,0,0,0,1,13,10,10,1,10,10,10,10,10,10,10,10,10,1,1
12,12,12,12,10,1,13,14,10,14,14,14,14,13,13,13,13,14,13,13,14,13,13,13,14,13,13,13,14,14,13,1,1,13,14,13,1,13,1,1,0,0,0,0,1,1,1,0,1,10,10,10,2,3,3,2,2,2,3,3,3,3,3,3
12,12,5,5,10,14,5,5,10,10,14,14,12,14,13,13,13,13,13,13,13,14,13,14,12,14,13,13,13,14,13,13,1,1,13,1,0,1,0,0,0,0,0,1,13,14,13,1,10,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3
12,5,5,5,2,7,7,2,2,5,5,10,14,14,13,14,14,13,13,13,13,1,13,13,14,14,13,1,13,13,1,1,0,0,1,0,0,0,0,0,0,1,1,13,13,13,13,10,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,3
12,5,12,5,2,7,7,2,2,7,5,5,10,14,13,14,12,14,13,1,1,13,1,1,1,14,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,13,14,13,13,13,13,14,2,2,3,2,2,2,2,2,2,2,2,2,3,3,2,3
12,5,5,12,2,5,5,5,2,7,7,7,10,5,12,13,14,14,13,1,1,1,1,13,1,1,1,1,1,1,1,0,0,0,0,0,0,1,13,14,14,14,14,13,13,13,13,14,10,2,2,2,2,10,10,10,10,10,10,2,2,2,3,2
12,5,5,12,2,12,5,5,10,5,5,5,2,12,5,14,13,14,13,13,13,1,1,13,14,14,13,13,13,14,13,1,1,0,0,0,1,13,14,12,14,14,13,13,13,13,13,14,10,10,10,10,10,10,1,1,1,1,1,1,10,10,10,10
12,5,12,12,10,12,12,5,2,5,5,5,10,5,13,13,13,13,13,14,14,14,1,1,14,14,13,1,1,1,14,13,13,1,0,0,1,13,14,14,13,13,13,1,14,14,14,14,13,10,10,1,10,1,1,1,1,1,1,1,1,1,1,1
12,5,12,5,2,5,5,12,10,12,12,12,10,13,13,13,13,13,14,14,12,14,13,1,13,13,1,1,0,0,1,13,1,0,0,0,1,13,14,13,13,13,1,13,14,12,14,13,13,13,10,10,1,1,1,1,10,10,10,2,3,3,3,2
12,5,5,5,10,12,12,5,2,12,12,12,10,1,13,13,14,14,13,13,1,1,1,0,1,13,13,14,1,0,0,1,0,0,0,0,1,13,14,13,13,1,13,13,14,14,14,14,13,13,13,10,10,10,2,2,3,3,3,3,3,3,3,3
12,5,12,12,10,12,12,12,10,12,13,13,1,13,13,13,14,12,14,1,0,0,0,0,0,1,1,13,13,1,0,1,0,0,0,0,0,1,13,1,1,0,1,1,13,14,12,14,14,13,13,10,2,2,2,3,3,3,3,3,2,2,2,2
12,12,12,12,2,12,12,12,10,13,13,14,14,13,13,1,13,14,14,1,1,1,1,1,1,0,0,1,13,1,1,13,1,0,0,0,1,13,14,13,1,1,13,13,13,14,14,13,13,13,13,10,10,2,2,2,2,2,2,2,10,10,10,10
13,13,13,13,10,12,13,13,10,1,13,13,13,13,13,13,13,13,13,13,13,13,13,14,13,1,0,1,13,13,1,13,1,0,0,0,1,14,14,13,13,13,13,14,13,14,13,13,13,13,13,1,10,10,10,10,10,10,10,10,10,10,10,10
13,13,13,13,10,13,1,13,1,1,1,13,1,13,14,14,13,1,1,1,1,1,1,1,13,13,1,0,1,13,13,1,13,1,1,1,1,12,14,13,13,13,14,13,13,14,13,13,13,13,13,13,10,1,1,1,10,1,1,1,1,1,1,1
13,13,13,13,10,1,10,14,13,1,1,1,13,13,13,13,1,1,1,1,1,1,0,0,1,13,13,1,1,13,13,13,1,1,13,13,13,14,13,13,13,14,13,13,14,14,13,13,13,13,13,13,1,10,1,10,1,10,1,10,10,1,1,10
14,1,13,13,14,14,14,12,14,13,13,13,13,1,13,13,13,13,13,14,13,13,1,1,13,13,13,13,13,13,14,13,1,13,12,14,14,14,13,13,13,14,13,13,14,14,13,14,13,13,13,13,13,1,10,1,1,1,1,10,1,1,1,1
10,14,14,10,14,14,10,14,14,13,13,1,13,1,1,1,1,1,1,1,1,13,13,13,13,13,14,14,13,13,14,1,1,13,14,14,14,14,13,13,13,13,13,13,14,13,13,14,13,10,10,10,10,10,10,1,1,1,1,10,10,10,10,1
3,3,3,3,3,3,2,2,10,13,13,13,13,1,1,1,1,1,0,0,1,1,13,14,13,13,13,14,14,13,13,1,1,13,14,14,12,14,14,13,1,1,1,13,14,13,13,13,10,10,2,3,3,3,3,2,2,3,3,3,3,3,3,2
3,3,3,3,3,3,3,3,3,10,1,13,13,13,13,13,14,13,1,1,13,13,13,13,14,13,13,1,1,1,1,13,13,13,14,14,14,13,13,13,13,1,0,1,13,13,13,10,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,2,3,2,3,2,10,14,14,1,1,1,1,13,13,13,13,13,14,13,13,14,14,13,13,13,1,1,1,1,12,14,14,13,13,13,14,14,13,1,0,1,13,14,14,3,3,2,3,3,3,2,2,3,3,3,3,3,2,3,2
3,2,3,2,3,2,2,2,2,2,12,14,13,1,0,0,1,1,13,13,13,14,14,13,13,13,13,13,13,14,14,1,1,14,13,13,13,1,14,12,14,14,13,1,1,13,14,10,2,3,2,2,2,3,3,3,2,2,2,3,2,10,2,2
2,2,2,2,2,10,10,10,10,10,14,14,13,13,1,0,1,13,13,14,13,13,13,13,13,1,13,13,1,1,14,13,1,13,1,13,1,13,14,14,13,13,1,0,1,13,14,13,10,2,10,10,2,2,10,10,2,3,2,2,10,10,10,10
10,10,10,10,10,10,10,10,10,1,14,14,13,13,1,1,13,13,13,13,1,1,1,1,13,13,1,14,14,13,1,13,14,1,13,1,13,1,13,13,13,1,13,1,1,1,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1,1,1,1,1,1,1,1,1,12,14,13,13,13,13,13,13,1,13,13,13,13,13,1,1,14,13,1,1,13,13,13,1,13,13,13,13,13,14,13,1,13,13,14,13,1,1,13,13,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10
2,3,3,3,2,10,10,10,1,14,14,13,13,13,13,1,1,0,1,1,13,13,14,13,1,1,13,13,1,1,1,13,13,14,13,13,14,13,13,13,13,13,14,14,13,1,0,1,14,13,1,1,0,0,1,10,2,3,2,2,2,3,3,2
3,3,3,3,3,3,3,3,2,10,14,13,13,13,14,13,1,0,1,0,1,1,13,13,13,1,1,13,1,1,0,1,13,13,13,14,14,14,13,14,14,13,13,13,1,13,1,0,1,13,13,13,1,0,1,2,3,3,3,3,3,3,3,3
2,2,2,2,3,3,3,3,2,3,2,10,10,14,10,13,13,1,10,1,0,0,1,13,13,13,1,13,13,13,1,1,14,13,13,14,14,14,14,14,14,13,13,1,13,13,1,0,0,1,1,14,13,1,14,3,2,3,3,2,3,2,3,2
10,10,10,10,2,2,2,2,3,3,2,2,10,14,12,14,13,1,1,0,0,0,1,13,1,13,1,1,13,13,13,14,13,1,13,14,12,14,14,14,14,14,13,13,1,13,1,0,0,0,0,1,13,13,14,3,3,2,3,3,2,3,2,3
10,10,10,10,10,10,2,2,2,2,3,3,3,2,14,14,13,13,1,0,0,0,1,13,13,13,13,1,13,1,13,13,1,13,13,14,14,13,13,13,12,10,14,13,13,1,0,0,0,0,0,1,13,14,10,2,3,3,3,3,3,2,3,2
1,1,1,1,1,10,10,10,10,2,2,2,3,2,10,14,14,13,13,1,0,0,0,1,13,13,13,1,14,13,1,13,1,1,13,14,13,13,13,13,14,14,13,13,1,0,0,0,0,0,1,14,13,1,13,10,2,2,2,2,3,3,3,3
10,1,1,10,10,10,2,2,10,10,2,2,3,3,2,10,12,14,13,13,1,0,0,1,13,1,14,13,1,1,13,13,1,13,13,14,13,1,13,1,13,13,13,13,1,0,0,0,1,1,13,13,1,0,1,13,10,10,10,10,10,10,2,2
1,1,1,1,10,10,10,2,10,10,10,10,2,2,10,14,10,14,13,13,13,1,0,1,13,13,13,1,13,13,1,13,13,14,13,13,1,13,1,13,13,13,13,13,13,1,0,1,13,14,13,1,1,1,13,13,1,10,1,1,1,10,10,10
1,10,10,10,10,1,1,10,10,10,10,10,10,10,10,12,14,13,13,13,13,13,1,1,13,13,13,13,1,14,13,14,13,13,13,14,13,13,13,1,13,13,13,1,13,13,1,14,13,1,1,1,13,1,13,1,10,10,10,10,10,10,1,1
10,3,2,3,3,3,2,3,3,3,3,3,3,2,10,10,14,13,14,13,13,13,14,14,13,14,14,1,0,1,1,13,13,1,13,14,13,13,1,13,1,1,1,0,1,14,13,13,1,0,1,13,1,13,1,10,2,2,3,3,3,3,3,3
2,2,3,3,3,3,3,3,3,3,2,3,3,3,2,2,14,14,14,14,13,14,7,12,5,12,5,1,1,1,0,1,13,13,1,13,13,1,13,13,1,0,0,0,1,13,13,1,0,0,1,13,1,1,10,3,3,3,3,3,3,3,3,3
2,2,2,3,2,2,3,3,3,2,3,2,3,2,3,3,10,14,14,12,14,14,12,5,7,5,5,1,12,5,1,0,1,1,13,13,1,1,1,13,1,0,0,1,13,13,13,13,1,0,1,13,1,1,10,2,3,2,3,3,3,3,3,3
2,3,3,3,2,2,3,2,3,3,3,3,2,3,3,3,10,13,13,14,14,13,14,5,5,5,5,5,5,12,1,1,1,13,1,13,14,14,13,13,13,1,0,0,1,1,1,13,13,1,14,14,1,1,2,2,2,2,2,2,2,3,2,3
2,2,2,2,2,2,2,3,3,2,3,3,3,3,3,2,10,13,13,14,14,14,14,5,5,5,7,5,14,14,14,14,1,13,13,14,12,14,14,14,13,13,1,0,0,0,0,1,13,13,13,1,0,1,10,10,10,10,10,2,2,2,2,2
10,10,10,10,10,10,10,2,2,3,2,3,2,3,2,10,1,5,5,5,5,5,1,5,7,5,7,7,5,14,5,12,1,13,1,14,14,13,13,13,13,14,1,0,0,0,0,1,13,14,13,1,0,0,1,10,1,10,1,10,10,10,10,10
1,10,1,10,1,10,10,10,10,2,2,2,2,2,10,10,5,2,7,7,7,7,5,13,5,5,5,7,5,5,7,5,1,1,13,14,13,1,13,1,13,14,13,1,0,0,1,13,13,1,13,14,1,0,0,1,1,1,1,1,1,1,1,1
2,3,10,1,10,1,10,10,10,2,2,2,2,2,2,10,14,5,2,5,5,5,5,13,13,5,7,5,7,5,5,5,1,13,1,14,13,13,1,13,13,13,13,14,1,1,13,14,1,1,13,13,13,1,1,1,10,10,10,2,3,3,3,2
